	compare_ID	compare_content	SAO1	target_ID	target_content	SAO2	Dice	Inclusion	Lcs	Jac	Euclidean	Pearson	Spearman	Lin	Extended_SD	Leacock	Wu	Resnik	Jiang
334	CN1216217C	、一种砼填充用薄壁模壳，包括上板、周围侧壁，其特征在于在上板、周围侧壁中的至少一个中夹有至少一条薄条带。	('CN1216217C', '^_^(填充用, 模壳);^_^(包括, 侧壁);(中夹, 有, 条带)')	CN1529003A	、一种模壳构件，包括上板、周围侧壁、下底板，上板、周围侧壁、下底板围合成空腔体，其特征在于上板、周围侧壁或下底板的至少一个基层叠合有至少一片叠合层，叠合层与基层叠合成整体。	('CN1529003A', '^_^(包括, 底板);^_^(合成, 空腔体);(下, 底板);(成, 整体)')	0.5	0.5	0.5	0.5	69.29862657	3.739929275	3.716438161	0.5	0.091428571	0.5	0.5	0.5	0.5
335	CN1226506C	、一种模壳构件，包括上板、周围侧壁、下底板，上板、周围侧壁、下底板围合成空腔体，其特征在于上板、周围侧壁或下底板的基层叠合有至少一片叠合层，叠合层与基层叠合成整体，在空腔体的上板、周围侧壁或下底板上设置有连接件。	('CN1226506C', '^_^(包括, 底板);^_^(合成, 空腔体);(下, 底板);(基层, 下, 底板);(成, 整体);(有, 连接件)')	CN1529003A	、一种模壳构件，包括上板、周围侧壁、下底板，上板、周围侧壁、下底板围合成空腔体，其特征在于上板、周围侧壁或下底板的至少一个基层叠合有至少一片叠合层，叠合层与基层叠合成整体。	('CN1529003A', '^_^(包括, 底板);^_^(合成, 空腔体);(下, 底板);(成, 整体)')	5	5	8	5	74.99736892	9.182422368	9.11759994	2.949897231	0.448	3.539720771	3.25	8.28024657	2.60282753
336	CN1528997A	、一种模壳构件，包括上板、周围侧壁、下底板，上板、周围侧壁、下底板围合成空腔体，其特征在于上板、周围侧壁或下底板的至少一个基层叠合有至少一片叠合层，叠合层与基层叠合成整体，在空腔体的上板、周围侧壁、下底板的至少一个上设置有至少一个连接件。	('CN1528997A', '^_^(包括, 底板);^_^(合成, 空腔体);(下, 底板);(成, 整体);(有, 连接件)')	CN1529003A	、一种模壳构件，包括上板、周围侧壁、下底板，上板、周围侧壁、下底板围合成空腔体，其特征在于上板、周围侧壁或下底板的至少一个基层叠合有至少一片叠合层，叠合层与基层叠合成整体。	('CN1529003A', '^_^(包括, 底板);^_^(合成, 空腔体);(下, 底板);(成, 整体)')	4	4	6.5	4	64.11337125	7.596543601	7.54320633	2.300061863	0.497777778	2.693147181	2.5	5.85517277	2.075042895
337	CN2491519Y	、一种模盒，其特征在于：它呈空腹、多面体、一面开口的形状，其构成的盒面可以是规则的平面、曲面或者是不规则的平面、曲面，也可以是波形折面的空腹多面体。	('CN2491519Y', '(多面体, 开口, 形状);(呈, 形状);(曲面, 是, 曲面);(是, 多面体)')	CN1529003A	、一种模壳构件，包括上板、周围侧壁、下底板，上板、周围侧壁、下底板围合成空腔体，其特征在于上板、周围侧壁或下底板的至少一个基层叠合有至少一片叠合层，叠合层与基层叠合成整体。	('CN1529003A', '^_^(包括, 底板);^_^(合成, 空腔体);(下, 底板);(成, 整体)')	0.2	0.25	0.5	0.125	92.43400718	4.810812075	4.762139053	0.000391127	0.015	0	0	0.005025168	0.019473626
338	CN2466270Y	一种轻型复合模壳，由轻烧粉、胶结剂、玻璃纤维布构成，其特征在于：其内为中空，壁由轻烧粉和胶结剂混拌的混合层与玻璃纤维布相互间隔叠加粘接而成，混合层为—层，玻璃纤维布为—层。	('CN2466270Y', '^_^(复合, 模壳);^_^(玻璃纤维布, 构成);(其内, 为, 中空);(叠加, 粘接);(混合层, 为);(玻璃纤维布, 为)')	CN1529003A	、一种模壳构件，包括上板、周围侧壁、下底板，上板、周围侧壁、下底板围合成空腔体，其特征在于上板、周围侧壁或下底板的至少一个基层叠合有至少一片叠合层，叠合层与基层叠合成整体。	('CN1529003A', '^_^(包括, 底板);^_^(合成, 空腔体);(下, 底板);(成, 整体)')	0.25	0	0	0	123.1176168	8.112579723	8.029821496	0.000391127	0.044	0	0	0.005025168	0.019473626
339	CN2466272Y	一种建筑构件，其特征是构件是一个多面体，多面体的容重小于楼板结构材料的比重。	('CN2466272Y', '(构件, 是, 多面体);(多面体, 小于, 楼板结构材料)')	CN1529003A	、一种模壳构件，包括上板、周围侧壁、下底板，上板、周围侧壁、下底板围合成空腔体，其特征在于上板、周围侧壁或下底板的至少一个基层叠合有至少一片叠合层，叠合层与基层叠合成整体。	('CN1529003A', '^_^(包括, 底板);^_^(合成, 空腔体);(下, 底板);(成, 整体)')	0.325	0.5	1	0.196428571	38.8712341	3.188937436	3.169574739	0	0.04	0	0	0	0
340	EP1524240A1	用于使用多个分布在不同位置的装置，实施项目的方法，这些装置通过数据网与一个用于中央数据准备功能以进行数据交换的主服务器相连接；其中，在各个工作时间段内，在多个装置，中至少有部分装置分别被激活，用于实施该项目；其中数据网被设计为跨地区的，特别是具有国际性的，并且至少部分装置，跨地区分布。。如以上权利要求中任一项所述的方法，其特征在于，数据网被设计为至少部分地通过导线连接或不通过导线连接。。如以上权利要求中任一项所述的方法，其特征在于，执行项目时各装置，在＝的连续工作时间段内循环交替地被激活。。如以上权利要求中任一项所述的方法，其特征在于，数据网中的数据交换，特别是主服务器与装置，之间的数据交换至少近似地以实时方式进行。。如以上权利要求中任一项所述的方法，其特征在于以下步骤：在＝的工作时间段中，从多个装置，中选择一个装置用于部分地执行项目；在第个工作时间段中，借助于所选择的装置，分别在其所在的地点部分地执行项目；在第个工作时间段中，至少在一个对象文件内记录并存储分配给工作对象并经过处理的对象数据；在下一个＝的工作时间段开始时，从被选择用于在下一个工作时间段内执行项目的同一个或另一个装置，的目标文件中重新获取第个工作时间段内所记录的对象数据；重复步骤至，以重新获取的第个工作时间段内的对象数据为基础，继续进行项目指定的工作，直到项目在＝的工作步骤结束，或直到项目发生中断为止。。如以上权利要求中任一项所述的方法，其特征在于，各工作时间段＝无间断地连续进行，并且每个工作时间段持续约小时。。权利要求所述的方法，其特征在于，显示屏页面自动地适应当前的项目状态。。如以上权利要求中任一项所述的方法，其特征在于，至少通过一些装置，可以进行项目监控、访问知识数据库、进行数据交换和或查看时间模式概况。。如以上权利要求中任一项所述的方法，其特征在于，数据网以至少的传输速率来进行装置，和主服务器之间的信息交换。。如以上权利要求中任一项所述的方法，其特征在于，当数据网中出现带宽减小的情况时，可以根据待传输数据的优先权选择数据进行传输。。如以上权利要求中任一项所述的方法，其特征在于，主服务器作为检测站的组成部分用于设备控制，特别是用于控制发动机检测台架，并且各装置，分别被设计为远程操作装置，通过数据网和检测站远程操作该设备。。用于执行如权利要求至所述方法中的至少一些方法的计算机程序，其特征在于，计算机程序最好在主服务器上运行。。用于实施如权利要求至所述方法中的至少一些方法的系统，其特征为主服务器、分布在不同地点的装置，和数据网。。如以上权利要求中任一项所述的系统，其特征在于，数据网被设计为异步网络。。如以上权利要求中任一项所述的系统，其特征在于，检测站和或远程操作装置’上设置有局部数据存储器，，用于记录要传输的或已经交换的数据包。。xzzzwzzwwwxzxxwüöxxwvözzxx。xzwvx。xzöx。xüzzx。xüzzwzzwäößx。xzzwzvwäöäzx。xüzzääzÜväväzvx。xzäzx。xzäx。xzzvzvwüöx。xyzwvwüx。xyzzwäzzvx。xyüzzx	('EP1524240A1', '^_^(使用, 分布装置);^_^(用于, 分布装置);^_^(分布在, 位置);^_^(实施, 项目);^_^(方法, 实施, 项目);^_^(用于, 中央数据);^_^(进行, 数据);(工作, 时间段);(有, 激活);(实施, 项目);(用于, 项目);(跨, 地区);(为, 地区);(具有, 国际性);(跨, 地区);(为, 连接);(执行, 项目);(工作, 时间段);(数据, 交换);(是, 服务器);(数据, 交换);(方式, 进行);(工作, 时间段);(选择, 装置);(用于, 项目);(工作, 时间段);(执行, 项目);(工作, 时间段);(存储, 分配);(给, 对象);(工作, 时间段, 开始);(时间段, 开始);(用于, 装置);(记录, 数据);(获取, 数据);(重复, 步骤);(为, 基础);(进行, 项目);(直到, 项目);(工作, 步骤, 结束);(中断, 为止);(项目, 发生, 为止);(工作, 时间段, 无间断);(工作, 时间段, 持续);(页面, 适应, 状态);(进行, 项目);(访问, 数据库);(进行, 数据);(传输速率, 进行, 装置);(信息, 交换);(带宽, 减小, 情况);(出现, 情况);(待, 传输数据);(优先权, 待, 传输数据);(待, 优先权);(优先权, 选择, 数据);(进行, 传输);(服务器, 作为, 检测站);(用于, 设备);(控制, 发动机);(用于, 发动机);(为, 远程操作装置);(在主, 服务器);^_^(特征, 为主, 服务器);^_^(服务器, 分布在, 地点);(为, 网络);(有, 数据存储器);(记录, 传输);(用于, 传输)')	CN2577830Y	、一种活络温灸器，其特征在于：有一个外管，外管内孔一端有缩口，外管有缩口的一端安装有带有多个通气口的可转动的顶帽；还有一个内管，内管一端有多个张开的条形弹性夹夹条，内管可插入外管的内孔内，外管外径大于内管缩口最小处的内径。	('CN2577830Y', '(有, 外管);(一端, 有, 缩口);(外管, 有, 缩口);(外管, 有, 一端);(通气口, 可转动, 顶帽);(带有, 顶帽);(一端, 有, 顶帽);(带有, 通气口);(可转动, 顶帽);(顶帽, 带有, 通气口);(还有, 内管);(张开, 条形);(内管, 有, 条形);(内管, 插入, 外管);(外径, 大于, 内管)')	15.5	13	13	13	11360.37839	539.835682	538.2775414	13.00234676	0.024761905	13	13	13.03015101	13.11684176
341	CN2562748Y	、一种温灸保健器，其特征在于，包括一个手持柄、一个艾草夹和一个滚头；所述滚头为一个中空的、表面设有多个孔的、根部为开口状的壳体结构；所述滚头的根部可旋转地连接于手持柄的头部，所述艾草夹固定于滚头及手持柄内部。	('CN2562748Y', '(柄, 艾草);(包括, 艾草);(滚头, 为, 表面);(壳体结构, 开口);(滚头, 根部);(手持, 头部);(根部, 连接于, 头部);(定于, 滚头)')	CN2577830Y	、一种活络温灸器，其特征在于：有一个外管，外管内孔一端有缩口，外管有缩口的一端安装有带有多个通气口的可转动的顶帽；还有一个内管，内管一端有多个张开的条形弹性夹夹条，内管可插入外管的内孔内，外管外径大于内管缩口最小处的内径。	('CN2577830Y', '(有, 外管);(一端, 有, 缩口);(外管, 有, 缩口);(外管, 有, 一端);(通气口, 可转动, 顶帽);(带有, 顶帽);(一端, 有, 顶帽);(带有, 通气口);(可转动, 顶帽);(顶帽, 带有, 通气口);(还有, 内管);(张开, 条形);(内管, 有, 条形);(内管, 插入, 外管);(外径, 大于, 内管)')	1.35	1	2	0.583333333	1398.234213	70.29270817	70.01652891	0	0.024347826	0	0	0	0
342	CN2038068U	、一种由电子器件所构成的司机饮酒报警控制装置，其特征在于它包括有一个敏感于可燃性气体如乙醇并在高温下工作的探头，扬声器，集成运算放大器，发光管，继电器，集成音乐块，开关，可调电位器和电阻所组成。	('CN2038068U', '^_^(司机, 饮酒);^_^(饮酒, 报警控制, 装置);(有, 探头);(包括, 探头);(如, 乙醇);(集成, 放大器);(集成, 音乐块);(可调, 电位器)')	CN2037696U	一种由电子器件构成的司机饮酒报警控制装置，其特征在于它包括有一个对乙醇气体敏感的半导体传感器，集成三端稳压电源，集成运算放大器，集成电子音乐片，继电器，扬声器，发光二极管，电位器，开关和一系列电阻、电容、二极管和三极管。	('CN2037696U', '^_^(司机, 饮酒);^_^(饮酒, 报警控制, 装置);(有, 传感器);(包括, 传感器);(集成, 电源);(集成, 放大器);(集成, 电子音乐片)')	8.408333333	8.583333333	14	7.863095238	345.5505032	25.50311563	25.46314558	5.756999376	0.408	6.732867951	6.25	14.72587236	5.528395694
343	CN2345822Y	、一种可定位装配连接的电缆桥架，它包括槽体和槽盖，槽体包括槽底和条槽边，每条槽边上部有条纵向内凹槽；槽盖包括盖板和条翼边，其特征在于：槽体的条槽边分别有条或条纵向内凸耳，槽边两端的中部分别有个以上的通孔；槽盖的每条翼边下端连有条纵向翼耳。	('CN2345822Y', '^_^(装配, 电缆桥架);^_^(可定位, 电缆桥架);^_^(包括, 槽体);^_^(槽体, 包括, 槽底);^_^(边上部, 有, 凹槽);(槽盖, 包括, 盖板);(有, 凸耳);(槽边两端中部, 有, 通孔);(翼边, 有, 翼耳)')	CN2408336Y	、一种铝镁合金电缆桥架，其特征在于桥架为一带盖板的长条槽体，槽体的两帮边为帮边型材，在槽体底板上安装槽体框架。	('CN2408336Y', '(一带, 盖板);(为, 帮边);(安装, 框架)')	0.5	0.5	1	0.5	93.74431207	7.70904967	7.666740419	0.150226495	0.076666667	0.34657359	0.25	1.930098969	0.047258261
344	CN2112741U	一种电缆敷设工程用的不燃复合型电缆桥架，其特征在于采用玻璃纤维增强材料、菱苦土粘结剂、偏氯乙烯乳液成膜增韧剂、耐火材料氢氧化铝等有机、无机材料，通过手工层铺对模压制成通风式、有孔、无孔托盘式及梯架式等不同结构形式，其中通风式的电缆桥架侧边开有若干个设有阻火网的窗孔。	('CN2112741U', '^_^(电缆, 敷设, 工程用);^_^(不燃, 电缆桥架);(采用, 玻璃纤维);(增强, 无机材料);(铺对, 模压);(制成, 形式);(设有, 窗孔);(有, 窗孔)')	CN2408336Y	、一种铝镁合金电缆桥架，其特征在于桥架为一带盖板的长条槽体，槽体的两帮边为帮边型材，在槽体底板上安装槽体框架。	('CN2408336Y', '(一带, 盖板);(为, 帮边);(安装, 框架)')	0	0	0	0	184.5536233	9.216728774	9.138886972	0.151399875	0.010909091	0.34657359	0.25	1.945174473	0.105679139
345	CN2063706U	、一种电缆防火桥架，由钢质槽盒和内垫隔热材料及配有电缆夹具密封而成，其特征在于它的钢结构件桥架本体由冷轧钢板制成长条形，其断面为形，其外侧涂复防火涂料，形内侧面用石棉毡板包复，减辐射板亦为长条形断面为ㄇ形，盖置在隔热石棉毡板之上，并用同减辐射板平面大小的隔热面板盖复，形桥架本体的上部盖装防雨、通风盖和桥架盖；相邻单元之间配有连接线，每一单元的首末有一对跨接螺套。	('CN2063706U', '^_^(配有, 电缆);^_^(夹具, 密封);(制成, 长条形);(断面, 为);(其外侧, 涂复, 防火涂料);(棉毡, 板包复);(减, 辐射板);(减, 辐射板);(盖装, 防雨, 通风盖);(有, 连接线);(有, 螺套)')	CN2408336Y	、一种铝镁合金电缆桥架，其特征在于桥架为一带盖板的长条槽体，槽体的两帮边为帮边型材，在槽体底板上安装槽体框架。	('CN2408336Y', '(一带, 盖板);(为, 帮边);(安装, 框架)')	0.8	1	2	0.5	236.9638019	14.8243072	14.71684617	0.000391127	0.017142857	0	0	0.005025168	0.019473626
346	CN2527822Y	、一种铝合金电缆桥架，其特征在于桥架为一带盖板的长条槽体，槽体的两帮边为帮边型材，在槽体底板上安装槽体框架。	('CN2527822Y', '(一带, 盖板);(为, 帮边);(安装, 框架)')	CN2408336Y	、一种铝镁合金电缆桥架，其特征在于桥架为一带盖板的长条槽体，槽体的两帮边为帮边型材，在槽体底板上安装槽体框架。	('CN2408336Y', '(一带, 盖板);(为, 帮边);(安装, 框架)')	3	3	4.5	3	52.85940669	6.029408054	5.92881122	1.649835368	0.56	1.84657359	1.75	3.425073801	1.527784635
347	CN2241085Y	一种北京吉普切诺基外置式行李梯，其特征在于：该梯的上端由锁紧钩和锁紧把扣接，中间由同一曲表面内的两根弯管与脚踏板焊接，两根弯管的下端各焊一个套管，主梯托架套管与踏板和主梯托架均为一次性铸造成型，主梯下端通过套管和托架上的套管用轴销连接成一体。	('CN2241085Y', '(脚踏板, 焊接);(焊, 套管);(铸造, 成型);(套管, 为, 成型);(成, 一体)')	CN2408336Y	、一种铝镁合金电缆桥架，其特征在于桥架为一带盖板的长条槽体，槽体的两帮边为帮边型材，在槽体底板上安装槽体框架。	('CN2408336Y', '(一带, 盖板);(为, 帮边);(安装, 框架)')	0.5	0.5	0.5	0.5	152.1108964	6.949971275	6.807262432	0.500782254	0.08	0.5	0.5	0.510050336	0.538947252
348	CN2775878Y	一种多功能耳机插头，包括音频总线、音频分线、插头座和插头，其特征在于：音频总线接入插头座后分一音频分线，音频分线一端接于插头座的一端，另一端接于插头座的另端，和插头一一对应连接。	('CN2775878Y', '^_^(包括, 插头座);(总线, 接入, 插头座);(分, 分线);(分线, 端接于, 插头座);(端接于, 插头座);(对应, 连接)')	CN201029111Y	、一种用在耳机、电脑上的插头，包括音频插针、插头座、音频分线、麦克风插针、音频总线，其特征在于：所述插头座的一头装有音频插针，其另一头装有音频总线及音频分线，所述音频总线伸入插头座内并与音频插针电连接，音频分线伸入插头座内并与音频总线电连接，该音频分线另一端沿着音频总线方向延伸，并在其末端接有一个麦克风插针，在所述音频总线上装有一个与音频分线相配合的夹紧装置。	('CN201029111Y', '^_^(用在, 电脑);^_^(包括, 总线);(装有, 插针);(装有, 总线);(总线, 伸入, 插头座);(分线, 伸入, 插头座);(音频, 分线);(方向, 延伸);(有, 插针);(一个, 配合, 夹紧装置);(有, 夹紧装置)')	7.45	7.25	17	6.25	432.2487057	33.26904316	32.79121053	0.649835368	0.211764706	0.84657359	0.75	2.425073801	0.527784635
349	CN2712021Y	、一种挂颈式耳机线材滑动及定位装置，其特征在于包括：至少一条以上的耳机线，上端连接有耳机耳机麦克风，下端连接插头；沿耳机线适当段落折绕成的一套颈孔，套颈孔的二侧形成相邻的线及线；至少一个以上的滑动元件，设有左、右相邻的二穿孔，线可穿接入任一穿孔中，线可穿接入另一穿孔中，滑动元件可在、线中滑行移位及停置；其中滑动元件的任一穿孔的孔壁边设有纵向剖槽，线从剖槽挤入穿孔中。。、依据权利要求所述的挂颈式耳机线材滑动及定位装置，其特征在于，耳机线分支为二条线及线，其上端分别连接耳机或耳机麦克风，下端共同连接一插头；线反折绕成一相邻的线，左侧滑动元件的二穿孔分别穿入相邻的、线；线反折绕成一相邻的线，右侧滑动元件的二穿孔分别穿入线及线；一上滑动元件，具有穿接线及线的二穿孔；一套颈孔，在上滑动元件下方形成。。、依据权利要求所述的挂颈式耳机线材滑动及定位装置，其特征在于，位于插头略上方的、线上分别穿入下滑动元件的二穿孔中；至少一个以上的止滑套套接固定于、线上，位于下滑动元件下方。。、依据权利要求所述的挂颈式耳机线材滑动及定位装置，其特征在于，上滑动元件由左半体及右半体组成，左半体内壁面设有凹部，右半体内壁面设有凸部，凸部卡掣于凹部中。。、依据权利要求或所述的挂颈式耳机线材滑动及定位装置，其特征在于，滑动元件、上滑动元件、下滑动元件为片体状、块体状及棒体状。。、依据权利要求所述的挂颈式耳机线材滑动及定位装置，其特征在于，下滑动元件的侧边扣接一线扣。	('CN2712021Y', '^_^(线材, 滑动);(包括, 耳机线);(有, 麦克风);(下端, 连接, 插头);(绕, 颈孔);(段落, 折, 颈孔);(滑动, 元件);(相邻, 穿孔);(设有, 穿孔);(穿, 接入);(任, 穿孔);(接入, 穿孔);(滑动, 元件);(滑动, 元件);(任一, 滑动, 元件);(元件, 任);(设有, 纵向);(挤入, 穿孔);^_^(线材, 滑动);(分支, 为);(上端, 连接, 耳机);(下端, 连接, 插头);(成, 相邻线);(滑动, 元件);(穿孔, 滑动, 元件);(滑动, 穿孔);(穿孔, 穿入, 相邻线);(成, 相邻线);(滑动, 元件);(穿孔, 滑动, 元件);(滑动, 穿孔);(穿孔, 穿, 入线);(滑动, 元件);(上, 元件);(穿, 接线);(具有, 接线);(滑动, 元件);^_^(线材, 滑动);(位于, 插头);(下滑动, 穿孔);(插头, 穿入, 穿孔);(下滑动, 元件);(穿孔, 下滑动, 元件);(下滑动, 元件);(位于, 元件);^_^(线材, 滑动);(滑动, 元件);(右半体, 组成);(壁面, 设有, 凹部);(壁面, 设有, 凸部);(凸部, 卡掣于, 凹部);^_^(线材, 滑动);(块体, 状及);(元件, 为);^_^(线材, 滑动);(下滑动, 侧边);(侧边, 扣接, 一线)')	CN201029111Y	、一种用在耳机、电脑上的插头，包括音频插针、插头座、音频分线、麦克风插针、音频总线，其特征在于：所述插头座的一头装有音频插针，其另一头装有音频总线及音频分线，所述音频总线伸入插头座内并与音频插针电连接，音频分线伸入插头座内并与音频总线电连接，该音频分线另一端沿着音频总线方向延伸，并在其末端接有一个麦克风插针，在所述音频总线上装有一个与音频分线相配合的夹紧装置。	('CN201029111Y', '^_^(用在, 电脑);^_^(包括, 总线);(装有, 插针);(装有, 总线);(总线, 伸入, 插头座);(分线, 伸入, 插头座);(音频, 分线);(方向, 延伸);(有, 插针);(一个, 配合, 夹紧装置);(有, 夹紧装置)')	19.25	15.75	24.5	12.5	5379.785584	296.9249319	293.6186387	7.02542324	0.072941176	7	7	7.326635915	8.265785692
350	CN2307457Y	．一种可脱碳制氮机，由制氮部分、空气压缩机、活性碳式二氧化碳脱除部分所组成；其特征在于：还有总气体出口气道及总气体入口气道及由阀门组成的气道转换装置或 ；上述制氮、脱碳两部分各自的气体出口、气体进口经气道转换装置或分别接至总气体出口气道和总气体入口气道。．如权利要求所述可脱碳制氮机，其特征是：制氮部分与二氧化碳脱除部分是串联方式结构的，气道转换装置的阀门，接在总气体出口与巳经脱除二氧化碳的气体出口的管道之间；阀门在总气体入口与需脱除氧的气体入口的管道之间；空气压缩机的管道则接在总气体入口与外总气体入口之间。．如权利要求所述可脱碳制氮机，其特征是：制氮部分与二氧化碳脱除部分是并联方式结构的，气道转换装置，其阀门、分别接在总气体出口与已经脱除二氧化碳的气体出口的管道之间、接在已脱除氧的氮气出口的管道之间；以及其阀门、分别接在总气体入口与需脱除二氧化碳的气体入口的管道之间、接在需脱除氧的气体入口的管道之间接。．如权利要求或所述可脱碳制氮机，其特征是：有一台共用的空气压缩机。．如权利要求或所述可脱碳制氮机，其特征是：有一台共用的空气压缩机、其电路在制氮时用三角接法；脱除二氧化碳时则用形接法。．如权利要求或所述可脱碳制氮机，其特征是：有双罐式制氮装置，在其已经脱除氧的氮气出口的管道与每个吸附罐之间原接有阀门、；相应的，在其需脱除氧的入口的管道处则原接有阀门、；以这个阀门取代前述的阀门、。．如权利要求或所述可脱碳制氮机，其特征是：其空气压缩机入口管道为截断的，而将其两端均通大气的开环式制氮装置。	('CN2307457Y', '^_^(脱碳, 制氮机);^_^(二氧化碳, 脱除, 部分);(气道, 组成, 气道);(有, 气道);(制氮, 脱碳, 经气道);(接至, 气体);^_^(脱碳, 制氮机);(制氮, 部分);(部分, 是, 结构);(气道, 转换装置);(气体, 出口);(巳经, 脱除, 二氧化碳);(管道, 接在, 入口);^_^(脱碳, 制氮机);(制氮, 部分);(部分, 是, 结构);(气道, 转换装置);(除氧, 氮气);(脱, 氮气);(脱除, 二氧化碳);^_^(脱碳, 制氮机);(有, 空气压缩机);^_^(脱碳, 制氮机);(脱除, 二氧化碳);(用形, 接法);^_^(脱碳, 制氮机);(有, 双罐式制氮装置);(有, 阀门);(需, 脱除氧);(有, 阀门);(前述, 阀门);(取代, 阀门);^_^(脱碳, 制氮机);(管道, 为, 截断);(通, 大气);(开环式制氮装置, 通, 大气)')	CN1258200A	一种用于对封闭空间内空气进行处理的装置，其特征在于，该装置从该封闭空间内吸收氧气。。一种从包装容器中吸收氧气和二氧化碳的方法，其特征在于，该方法包含：再生步骤，在包含分子筛的储存器中产生真空；吸收步骤，在该过程中将空气从包装容器中抽出并送入储存器，在这一过程中，使在储存器内的分子筛的作用下而氧气和二氧化碳含量减少的空气离开储存器回到包装容器内；补偿步骤，在该过程中将空气从外部吸入先送入储存器，再将至少除去了部分氧气的空气送入包装容器内，以便重新补入在前一步骤过程当中从系统中除去的空气。。一种从包装容器中吸收氧气和二氧化碳的方法，其特征在于，该方法包含：第一步骤，包含第一储存器的再生步骤，其中，在包含有分子筛的第一储存器中产生真空；同时包含在第二储存器中的吸收步骤，其中，从包装容器中除去的空气送入第二储存器，以及其中离开第二储存器的、由于在第二储存器内的分子筛的作用下使得氧气和二氧化碳含量减少的空气回到包装容器内；第二步骤，包含所说的第一储存器的再生步骤和同时发生在第二储存器的补偿步骤，在该过程中，从外部吸入的空气首先送入第二储存器，然后再送入至少除去了部分氧气的包装容器内，以便重新补入在第二储存器吸收步骤的过程中从第二储存器系统中除去的空气；第三步骤，包含：第二储存器的再生步骤，在该过程中，在包含有分子筛的第二储存器内产生真空；同时在第一储存器中进行的吸收步骤，在该过程中，从包装容器中抽出的空气送入第一储存器，以及离开第一储存器的、由于在第一储存器内的分子筛的作用而使氧气和二氧化碳含量减少的空气回到包装容器内；第四步骤，包含所说的第二储存器的再生步骤和同时发生在第一储存器的补偿步骤，在该过程中，从外部吸入的空气首先送入第一储存器，然后再送入至少除去了部分氧气的包装容器内，以便重新补入在第一储存器吸收步骤的过程中从第一储存器系统中除去的空气。	('CN1258200A', '^_^(进行, 处理装置);^_^(用于, 处理装置);^_^(进行, 处理);^_^(装置, 进行, 处理);(装置, 吸收, 氧气);^_^(吸收, 氧气);^_^(方法, 吸收, 氧气);(方法, 包含, 步骤);(包含, 分子筛);(储存器, 包含, 分子筛);(产生, 真空);(吸收, 步骤);(送入, 储存器);(离开, 储存器);(使, 储存器);(回到, 包装容器);(补偿, 步骤);(送入, 储存器);(除去, 空气);(送入, 包装容器);(除去, 空气);(入, 空气);^_^(吸收, 氧气);^_^(方法, 吸收, 氧气)')	13.34689755	13.25	28	7.386904762	5510.453529	321.0478809	318.3973329	4.390205252	0.064	10.05063412	7.25	56.40503454	3.045221397
