type,tfidf_cnt,tfidf&tar_cnt,tech_cnt,tech&tar_cnt,agentList_cnt,problem_cnt,problem&tar_cnt,func_cnt,func&tar_cnt,applicantFirst,target
1,30,0,33,0,2,1,0,11,0,无锡中科泛在信息技术研发中心有限公司,1
1,24,0,21,0,1,1,0,1,0,上海德衡数据科技有限公司,1
1,1,0,46,0,2,1,0,3,0,中国科学院武汉文献情报中心,1
1,30,0,51,0,1,1,0,9,0,深圳前海信息技术有限公司,1
1,30,0,77,0,1,1,0,17,0,浙江大学医学院附属第二医院,1
1,30,0,40,0,2,1,0,10,0,国际商业机器公司,1
1,1,0,162,0,2,1,0,1,0,纳迪亚·安娜莉亚·韦夫拉,1
1,30,0,134,0,1,21,0,31,0,国家电网公司,1
1,30,0,79,1,1,1,0,12,0,康美药业股份有限公司,1
1,30,0,150,0,1,50,0,21,0,魏新成,1
1,1,0,137,0,2,1,0,32,0,浙江大学,0
1,1,0,63,0,2,17,0,11,0,链家网(北京)科技有限公司,0
1,30,0,62,0,1,28,0,7,0,广州中国科学院软件应用技术研究所,1
1,30,1,72,1,2,29,1,9,0,百度在线网络技术(北京)有限公司,1
1,1,0,147,0,1,1,0,24,0,上海开放大学,1
1,30,0,118,0,1,21,0,7,0,陕西红方软件测评实验室有限责任公司,1
1,30,0,21,0,2,1,0,16,0,横河电机株式会社,0
1,30,0,104,0,1,15,0,32,0,国家电网公司,0
1,30,0,136,0,1,1,0,26,0,南京瑞贻电子科技有限公司,1
1,1,0,77,0,1,1,0,7,0,安徽声讯信息技术有限公司,1
1,1,0,51,0,2,1,0,1,0,LG电子株式会社,1
1,30,0,158,0,1,53,0,36,0,芜湖乐锐思信息咨询有限公司,1
1,1,0,48,0,2,29,0,24,0,横河电机株式会社,1
1,30,0,103,0,1,37,0,24,0,福建工程学院,1
1,1,0,79,0,1,27,0,11,0,合肥海诺恒信息科技有限公司,0
1,30,0,67,0,1,32,0,17,0,同济大学,1
1,30,0,46,0,2,1,0,18,0,国际商业机器公司,1
1,30,0,133,0,1,1,0,24,0,国网福建省电力有限公司,0
1,30,0,90,0,2,32,0,1,0,罗杰·密德茂尔,1
1,30,0,120,0,2,1,0,32,0,浙江大学,0
1,30,0,87,0,1,1,0,12,0,深圳市奥赛福科技发展有限公司,0
1,30,0,48,0,1,1,0,10,0,阿里巴巴集团控股有限公司,1
1,30,0,83,0,1,38,0,11,0,国家电网公司,0
1,30,0,72,0,1,1,0,17,0,武汉邮电科学研究院,1
1,30,0,104,0,2,1,0,25,0,苏州华兴源创电子科技有限公司,0
1,30,0,395,0,1,1,0,51,0,广西电网公司电力科学研究院,0
1,27,0,34,0,2,1,0,7,0,中国人民解放军军事医学科学院放射与辐射医学研究所,1
1,30,0,1,0,2,1,0,1,0,中国水产科学研究院南海水产研究所,0
1,30,0,81,0,1,41,0,10,0,浙江鸿程计算机系统有限公司,1
1,30,0,99,0,1,21,0,17,0,中国电信股份有限公司,1
1,30,0,95,0,1,1,0,18,0,江苏大学,0
1,30,0,47,0,1,14,0,9,0,北京奇虎科技有限公司,1
1,30,0,114,0,1,1,0,11,0,福建富士通信息软件有限公司,1
1,30,0,82,0,1,35,0,10,0,深圳市英威诺科技有限公司,1
1,30,1,94,1,1,32,1,16,0,北京建筑技术发展有限责任公司,1
1,30,0,38,0,2,1,0,8,0,北京航空航天大学,1
1,30,0,67,0,1,34,0,7,0,广州中国科学院软件应用技术研究所,1
1,1,0,58,0,1,1,0,12,0,深圳先进技术研究院,0
1,1,0,137,0,1,1,0,30,0,北京航空航天大学,1
1,30,0,49,0,1,1,0,4,0,上海集本信息技术服务有限公司,0
1,30,0,91,0,1,1,0,26,0,远景能源(江苏)有限公司,0
1,1,0,42,0,1,16,0,10,0,圣泓工业设计创意有限公司,0
0,28,0,1,0,1,1,0,1,0,罗健,1
1,1,0,120,0,1,37,0,7,0,陕西红方软件测评实验室有限责任公司,1
1,30,0,100,0,1,22,0,17,0,中国电信股份有限公司,1
1,30,0,36,0,2,1,0,13,0,五八同城信息技术有限公司,1
1,30,0,45,0,1,1,0,7,0,汕头大学,1
1,30,0,103,0,1,1,0,21,0,华电电力科学研究院,0
1,30,0,44,0,1,13,0,9,0,北京奇虎科技有限公司,1
1,30,0,109,0,1,55,0,15,0,浙江鸿程计算机系统有限公司,1
1,30,0,171,0,1,41,0,29,0,北京西塔网络科技股份有限公司,0
1,30,0,67,0,1,30,0,11,0,华中科技大学,0
1,30,0,60,0,1,1,0,17,0,罗伯特·博世有限公司,1
1,30,0,186,0,1,1,0,31,0,成都科曦科技有限公司,0
1,30,0,96,0,1,36,0,22,0,上海交通大学,1
1,30,0,183,0,1,80,0,29,0,四川大学,1
1,30,0,55,0,1,1,0,9,0,中国移动通信集团公司,1
1,30,0,61,0,1,29,0,9,0,中国移动通信集团公司,1
1,1,0,91,0,1,1,0,18,0,电子科技大学,1
1,30,0,58,0,1,1,0,12,0,深圳市明唐通信有限公司,1
1,30,0,110,0,2,1,0,22,0,上海迪爱斯通信设备有限公司,0
1,30,0,95,0,1,1,0,22,0,福建省电力试验研究院,1
1,30,0,93,0,1,1,0,18,0,电子科技大学,1
1,30,0,133,0,1,68,0,24,0,福建工程学院,1
1,30,0,99,0,1,1,0,12,0,上海银都节能服务有限公司,0
1,30,0,47,0,1,17,0,8,0,竹间智能科技(上海)有限公司,1
1,1,0,71,0,1,1,0,17,0,深圳追一科技有限公司,1
1,30,0,46,0,1,1,0,17,0,罗伯特·博世有限公司,1
1,1,0,93,1,1,1,0,15,0,刘凯,1
1,30,0,92,0,1,45,0,6,0,上海复勤商务咨询有限公司,1
1,30,0,83,0,1,28,0,15,0,中山健康医疗信息技术有限公司,1
1,30,0,220,0,1,1,0,34,0,国家电网公司,0
1,30,0,380,0,1,1,0,51,0,宁波亿拍客网络科技有限公司,1
1,30,0,168,0,1,64,0,28,0,四川大学,1
1,30,0,125,0,1,1,0,25,0,陈飞,1
1,30,0,62,0,1,1,0,10,0,北京小米移动软件有限公司,1
1,1,0,123,0,1,47,0,23,0,湖北工业大学,1
1,1,0,42,0,2,21,0,1,0,微软技术许可有限责任公司,1
1,1,0,78,0,1,1,0,15,0,重庆靖帛天域科技发展有限公司,1
1,30,0,151,0,1,1,0,25,0,交通运输部公路科学研究所,0
1,30,0,40,0,1,1,0,9,0,国家电网公司,0
1,30,0,45,0,1,1,0,1,0,埃尔斯威尔股份有限公司,1
1,30,0,47,0,1,17,0,9,0,北京奇虎科技有限公司,1
1,30,0,95,1,1,1,0,15,0,谭红春,1
1,30,0,67,0,1,27,0,6,0,华为技术有限公司,1
1,30,1,49,1,1,25,1,8,0,上海应用技术学院,1
1,30,0,125,0,1,1,0,9,0,华中科技大学,0
1,30,0,120,0,1,1,0,28,0,西京学院,1
1,1,0,114,0,2,1,0,22,0,李颖,0
1,30,0,101,0,1,1,0,5,0,国家电网公司,0
1,30,0,101,0,2,1,0,16,0,深圳供电局有限公司,0
1,30,0,44,0,1,1,0,12,0,联芯科技有限公司,1
1,24,0,30,0,1,1,0,4,0,北京大学,1
1,30,0,164,0,1,44,0,15,0,上海君世电气科技有限公司,0
1,30,0,58,0,1,1,0,25,0,富士通株式会社,1
1,30,0,62,0,1,1,0,10,0,成都勤智数码科技股份有限公司,0
1,30,0,77,0,1,1,0,12,0,深圳市明唐通信有限公司,1
1,30,0,31,0,2,1,0,10,0,无锡中科富农物联科技有限公司,1
1,1,0,15,0,2,1,0,2,0,科大讯飞股份有限公司,1
1,30,0,97,0,2,22,0,9,0,电子科技大学,1
1,1,0,33,0,1,1,0,12,0,深圳市中润四方信息技术有限公司,1
1,1,0,73,0,1,1,0,13,0,中国科学院地理科学与资源研究所,0
1,1,0,137,0,1,1,0,28,0,中国科学院合肥物质科学研究院,0
1,30,0,171,0,1,47,0,21,0,大连楼兰科技股份有限公司,1
1,30,1,49,1,1,25,1,8,0,上海应用技术学院,1
1,1,0,239,0,2,43,0,39,0,北京农业信息技术研究中心,0
1,30,0,85,0,1,28,0,13,0,中国电力科学研究院,1
1,1,0,173,0,1,20,0,16,0,宁波亿拍客网络科技有限公司,0
1,1,0,45,0,2,58,0,23,0,浙江工商大学,0
1,30,0,1,0,1,1,0,1,0,中国人民解放军海军医学研究所,1
1,30,0,66,0,1,1,0,27,0,富士通株式会社,1
1,30,0,55,0,1,21,0,5,0,镇江雅迅软件有限责任公司,1
1,30,0,118,0,2,51,0,8,0,电子科技大学,1
1,30,0,197,0,1,58,0,19,0,深圳市唯特视科技有限公司,1
1,30,0,170,0,1,51,0,28,0,北京信息科技大学,0
1,1,0,91,0,1,1,0,24,0,北京航空航天大学,1
1,30,0,48,0,1,16,0,8,0,北京奇虎科技有限公司,1
1,1,0,14,0,1,13,0,3,0,宁波麦果网络科技有限公司,1
1,30,0,43,0,3,20,0,10,0,成都勤智数码科技股份有限公司,1
1,16,0,25,0,1,1,0,3,0,无敌科技(西安)有限公司,1
1,30,0,77,0,1,1,0,13,0,成都勤智数码科技股份有限公司,0
1,30,0,57,0,1,33,0,9,0,成都勤智数码科技股份有限公司,1
1,1,0,131,0,1,1,0,13,0,上海华群实业股份有限公司,0
1,1,0,38,0,1,1,0,9,0,武汉文都信息技术有限公司,1
1,1,0,127,0,1,1,0,25,0,陈飞,1
1,30,0,55,0,2,1,0,22,0,广州供电局有限公司,0
1,30,0,63,0,2,1,0,22,0,广州供电局有限公司,1
1,30,0,94,0,1,1,0,19,0,李远翥,1
1,30,0,58,0,1,34,0,14,0,北京亿维讯科技有限公司,1
1,1,0,71,0,1,10,0,17,0,北京知道未来信息技术有限公司,1
1,1,0,17,0,1,1,0,5,0,上海迅节网络信息技术有限公司,0
1,30,0,31,0,1,1,0,11,0,哈尔滨奇安科技发展有限公司,0
1,1,0,37,0,1,1,0,1,0,中译语通科技(青岛)有限公司,1
1,30,0,28,0,2,1,0,11,0,英特尔公司,1
1,1,0,68,0,2,14,0,8,0,朱峰,1
1,30,0,141,0,1,27,0,43,0,中国电力科学研究院,0
1,30,0,156,0,1,16,0,22,0,浙江工商大学,1
1,1,0,64,0,2,1,0,14,0,中国人民大学,1
1,30,0,56,1,2,1,0,13,0,至本医疗科技(上海)有限公司,1
0,1,0,72,1,1,27,1,9,0,上海庆科信息技术有限公司,1
1,30,0,34,0,2,1,0,10,0,北京航空航天大学,1
1,1,0,117,0,1,50,0,14,0,南京感度信息技术有限责任公司,1
1,30,0,54,0,2,1,0,1,0,GE医疗系统环球技术有限公司,1
1,30,0,33,0,1,1,0,1,0,捷讯研究有限公司,1
1,30,0,109,0,1,1,0,36,0,广东电网公司东莞供电局,0
1,30,0,59,0,1,1,0,9,0,小米科技有限责任公司,1
1,30,1,75,1,1,1,0,9,0,阿里巴巴集团控股有限公司,1
1,30,0,34,0,2,1,0,1,0,亚马逊技术股份有限公司,1
1,1,0,187,1,1,59,0,29,0,董云鹏,1
1,1,0,73,0,1,30,0,17,0,深圳市亿联智能有限公司,0
1,30,0,38,0,1,1,0,3,0,腾讯科技(深圳)有限公司,1
1,30,0,89,0,1,1,0,10,0,中国石油大学(华东),1
1,30,1,78,1,1,1,0,9,0,阿里巴巴集团控股有限公司,1
1,1,0,31,0,1,1,0,1,0,上海德衡数据科技有限公司,1
1,30,0,38,0,1,1,0,4,0,上海全成通信技术有限公司,1
1,30,0,141,0,1,1,0,24,0,浙江大学医学院附属第二医院,1
1,30,0,117,0,1,1,0,13,0,天津大学,1
1,30,0,160,0,1,21,0,17,0,上海聚赟大数据有限公司,0
1,30,0,85,0,1,35,0,10,0,东莞市科宇软件有限公司,1
1,30,0,83,0,1,56,0,13,0,北京亿维讯科技有限公司,1
1,30,0,247,0,1,1,0,50,0,辽宁省交通科学研究院,0
1,30,0,28,0,2,1,0,9,0,联想(新加坡)私人有限公司,1
1,30,0,46,0,2,23,0,11,0,皇家飞利浦有限公司,1
1,30,0,65,0,1,14,0,9,0,青岛高校软控股份有限公司,1
1,1,0,65,0,2,25,0,8,0,朱峰,1
1,1,0,71,0,1,24,0,17,0,广州极天信息技术股份有限公司,1
1,30,0,78,1,1,1,0,11,0,杭州华量软件有限公司,1
1,30,0,117,0,1,1,0,13,0,天津大学,1
1,30,0,137,0,1,1,0,5,0,青岛高校软控股份有限公司,1
1,30,0,166,0,1,1,0,24,0,浙江大学医学院附属第二医院,1
1,30,0,76,0,1,1,0,18,0,清华大学,0
1,30,1,33,1,2,1,0,1,0,微软技术许可有限责任公司,1
1,30,0,59,0,1,1,0,14,0,中山大学,1
1,30,0,143,0,1,49,0,22,0,哈尔滨工业大学,1
1,1,0,64,0,1,22,0,18,0,北京知道未来信息技术有限公司,1
1,1,0,74,0,1,1,0,16,0,中国科学院计算机网络信息中心,1
1,30,0,1,0,1,1,0,1,0,百度在线网络技术(北京)有限公司,1
1,30,0,77,0,1,1,0,16,0,上海建科工程咨询有限公司,0
1,30,0,86,0,1,1,0,12,0,上海基银生物科技有限公司,1
1,1,0,62,0,1,1,0,14,0,北京航天长征科技信息研究所,0
1,1,0,135,1,1,1,0,15,0,上海航动科技有限公司,0
1,30,0,154,0,1,47,0,22,0,哈尔滨工业大学,1
1,30,0,88,1,2,1,0,9,0,华为技术有限公司,1
1,30,0,61,0,1,1,0,1,0,深圳先进技术研究院,1
1,30,0,64,0,3,1,0,15,0,成都勤智数码科技股份有限公司,1
1,30,0,71,0,1,1,0,16,0,中国科学院计算机网络信息中心,1
1,30,0,63,0,1,21,0,8,0,竹间智能科技(上海)有限公司,1
1,30,0,15,0,2,1,0,1,0,英派尔科技开发有限公司,1
1,30,0,58,0,1,1,0,10,0,北京百度网讯科技有限公司,1
1,30,0,54,0,1,1,0,7,0,杜小勇,1
1,30,0,201,0,1,1,0,36,0,公安部第一研究所,1
1,1,0,80,0,1,1,0,9,0,中译语通科技(青岛)有限公司,1
1,30,0,27,0,2,1,0,1,0,英派尔科技开发有限公司,1
1,30,0,60,0,2,1,0,9,0,百度在线网络技术(北京)有限公司,1
1,30,0,26,0,1,1,0,8,0,北京波尔通信技术股份有限公司,1
0,30,0,64,0,1,1,0,15,0,成都勤智数码科技股份有限公司,1
1,30,0,58,0,1,1,0,1,0,深圳先进技术研究院,1
1,30,0,119,0,1,28,0,1,0,浙江力石科技股份有限公司,1
1,1,0,61,0,2,1,0,9,0,百度在线网络技术(北京)有限公司,1
0,30,0,42,0,2,20,0,12,0,重庆先特服务外包产业有限公司,1
1,1,0,72,0,1,1,0,16,0,武汉易普优科技有限公司,0
1,30,0,53,0,1,1,0,6,0,百度在线网络技术(北京)有限公司,1
1,1,0,69,0,2,1,0,15,0,北大方正集团有限公司,1
1,30,0,54,0,2,1,0,10,0,深圳先进技术研究院,1
1,30,0,227,0,1,1,0,24,0,北京科技大学,1
1,30,0,52,0,1,1,0,7,0,杜小勇,1
1,30,0,100,0,2,1,0,12,0,广州供电局有限公司,1
1,1,0,51,0,2,1,0,7,0,中国移动通信有限公司研究院,1
1,30,0,100,0,2,1,0,26,0,安大略理工大学,1
1,30,0,83,0,1,36,0,12,0,山东大学(威海),1
1,30,0,1,0,1,1,0,1,0,华南师范大学,1
1,30,0,86,0,2,17,0,27,0,禹蕣朝,1
1,30,0,39,0,1,1,0,7,0,上海智臻智能网络科技股份有限公司,1
1,30,0,35,0,1,12,0,8,0,北京大学,1
1,30,0,123,0,1,1,0,15,0,江苏鹿得医疗电子股份有限公司,1
1,30,0,37,0,1,1,0,2,0,北京百度网讯科技有限公司,1
1,30,0,55,0,1,1,0,6,0,百度在线网络技术(北京)有限公司,1
1,30,0,56,0,1,1,0,10,0,竹间智能科技(上海)有限公司,1
1,1,0,30,0,1,1,0,1,0,上海德衡数据科技有限公司,0
1,30,0,39,0,2,1,0,15,0,中国测绘科学研究院,1
1,30,0,46,0,3,1,0,7,0,成都勤智数码科技股份有限公司,1
1,30,0,395,0,1,1,0,48,0,宁波亿拍客网络科技有限公司,1
1,30,0,70,0,1,1,0,16,0,余克艰,1
1,30,0,33,0,1,1,0,2,0,北京百度网讯科技有限公司,1
1,1,0,29,0,1,1,0,1,0,上海德衡数据科技有限公司,1
1,30,0,98,0,2,1,0,16,0,广州供电局有限公司,1
1,1,0,56,0,2,1,0,14,0,脸谱公司,1
1,30,0,39,0,1,14,0,3,0,华南师范大学,1
1,30,0,37,0,1,1,0,9,0,郑州云海信息技术有限公司,1
1,30,0,82,0,1,1,0,14,0,南通大学,1
1,1,0,97,0,1,1,0,15,0,南通大学,1
1,27,0,28,0,1,1,0,1,0,上海德衡数据科技有限公司,1
1,1,0,65,0,1,23,0,18,0,北京知道未来信息技术有限公司,1
1,1,0,47,0,1,1,0,4,0,成都起能起重设备技术服务有限公司,0
1,30,0,44,0,2,1,0,16,0,内部销售公司,1
1,14,0,14,0,1,7,0,6,0,江苏韦度一号信息科技有限公司,1
1,30,0,43,0,1,13,0,7,0,北京百度网讯科技有限公司,1
1,30,0,55,0,1,1,0,11,0,北京百度网讯科技有限公司,1
1,30,0,61,0,1,1,0,9,0,浙江大学,1
1,1,0,34,0,1,18,0,6,0,大连民族大学,1
1,1,0,60,0,1,1,0,13,0,北京百度网讯科技有限公司,1
1,30,0,58,0,1,1,0,8,0,南信大影像技术工程(苏州)有限公司,0
1,30,0,131,0,1,1,0,15,0,华东电网有限公司,1
1,30,0,1,0,1,1,0,1,0,武汉邮电科学研究院,0
1,24,0,24,0,1,1,0,1,0,赵振雄,1
1,30,0,56,0,2,1,0,11,0,小米科技有限责任公司,1
1,30,0,84,0,1,1,0,14,0,安徽通灵仿生科技有限公司,1
0,30,0,55,0,1,1,0,13,0,贵阳朗玛信息技术股份有限公司,1
1,30,0,59,0,1,14,0,11,0,中国人民大学,1
1,29,0,38,0,1,1,0,6,0,湖南拍晓科技有限公司,1
1,1,0,96,0,1,26,0,9,0,国网河北省电力有限公司电力科学研究院,1
1,30,0,39,0,1,1,0,16,0,中国科学院计算技术研究所,1
1,1,0,77,0,2,24,0,16,0,陈剑辉,1
1,30,0,71,0,2,20,0,9,0,安凯(广州)微电子技术有限公司,1
1,30,0,52,0,2,1,0,12,0,脸谱公司,1
1,30,0,110,0,1,4,0,19,0,中国航空无线电电子研究所,1
1,1,0,53,0,1,12,0,10,0,北京知道未来信息技术有限公司,1
1,1,0,31,0,1,1,0,1,0,上海德衡数据科技有限公司,1
1,30,0,74,0,1,28,0,15,0,南京南瑞继保工程技术有限公司,1
1,30,0,1,0,1,1,0,1,0,浙江浩腾电子科技股份有限公司,0
1,1,0,73,0,1,29,0,11,0,中国人民大学,1
1,1,0,49,0,1,16,0,10,0,国家计算机网络与信息安全管理中心,1
1,23,0,54,0,1,28,0,11,0,天津大学,1
1,30,0,34,0,1,1,0,16,0,中国科学院计算技术研究所,1
1,30,0,107,0,1,4,0,19,0,中国航空无线电电子研究所,1
1,30,0,80,0,1,1,0,14,0,国网江西省电力公司南昌供电分公司,0
1,30,0,48,0,1,12,0,9,0,上海岱嘉医学信息系统有限公司,1
1,1,0,67,0,1,26,0,13,0,福建星瑞格软件有限公司,1
1,30,0,74,0,1,28,0,15,0,南京南瑞继保工程技术有限公司,1
1,30,0,49,0,1,1,0,7,0,上海复勤商务咨询有限公司,0
1,1,0,89,1,2,1,0,17,0,百度在线网络技术(北京)有限公司,1
1,1,0,52,1,1,1,0,6,0,广东小天才科技有限公司,1
1,30,0,67,0,1,1,0,21,0,上海尚戴科技发展有限公司,1
1,1,0,56,0,2,1,0,14,0,北京明略软件系统有限公司,1
1,30,0,51,0,1,21,0,12,0,桂林电子科技大学,1
1,30,0,39,0,2,11,0,9,0,北京奇虎科技有限公司,1
1,30,0,38,0,1,1,0,9,0,成都勤智数码科技股份有限公司,1
1,1,0,51,0,1,19,0,12,0,桂林电子科技大学,1
1,30,0,63,0,2,1,0,11,0,百度在线网络技术(北京)有限公司,1
1,1,0,66,0,2,1,0,11,0,百度在线网络技术(北京)有限公司,1
1,30,0,38,0,1,1,0,4,0,阿里巴巴集团控股有限公司,1
0,30,0,84,0,1,1,0,14,0,国网江西省电力公司南昌供电分公司,0
1,30,0,98,0,1,38,0,19,0,傅如毅,1
1,1,0,20,0,1,1,0,9,0,爱品克科技(武汉)股份有限公司,1
1,1,0,29,0,1,1,0,1,0,上海蓝色帛缔智能工程有限公司,1
1,1,0,105,0,2,1,0,19,0,北京百度网讯科技有限公司,1
1,30,0,78,0,1,1,0,8,0,上海芯来电子科技有限公司,1
1,30,0,60,0,2,1,0,9,0,北京百度网讯科技有限公司,1
1,30,0,85,0,1,1,0,19,0,国家电网公司,0
1,30,0,47,0,2,1,0,5,0,中国民航信息网络股份有限公司,1
1,30,0,49,0,1,1,0,16,0,南通大学,1
1,1,0,190,0,1,74,0,30,0,广东省农业科学院农业经济与农村发展研究所,0
1,1,0,10,0,1,1,0,3,0,华为技术有限公司,1
1,30,0,102,0,1,30,0,20,0,北京华深慧正系统工程技术有限公司,1
1,30,0,59,0,1,1,0,9,0,北京仿真中心,1
1,1,0,128,0,1,1,0,35,0,东南大学,0
1,30,0,102,0,1,29,0,20,0,北京神州数码有限公司,1
1,30,0,51,0,2,1,0,5,0,中国民航信息网络股份有限公司,1
1,1,0,70,0,1,1,0,9,0,无锡市翱宇特新科技发展有限公司,1
1,30,0,92,0,1,32,0,19,0,傅如毅,1
0,24,0,38,0,1,17,0,4,0,刘芳,0
1,1,0,96,0,2,1,0,16,0,北京百度网讯科技有限公司,1
1,1,0,97,0,1,37,0,22,0,华南师范大学,0
1,30,0,43,0,1,1,0,11,0,北京百度网讯科技有限公司,1
1,30,0,77,0,1,1,0,18,0,南京磐能电力科技股份有限公司,0
1,30,0,107,0,1,1,0,9,0,郑州工业应用技术学院,1
1,30,0,75,0,1,8,0,11,0,东南大学,1
1,30,0,54,0,1,18,0,10,0,北京智能管家科技有限公司,1
1,30,0,107,0,1,1,0,13,0,北京摩软科技有限公司,1
1,30,0,126,0,2,96,0,21,0,大连理工大学,1
1,1,0,44,0,1,18,0,12,0,圣泓工业设计创意有限公司,0
1,30,0,144,0,1,74,0,46,0,国家海洋局北海环境监测中心,0
1,1,0,265,0,1,89,0,51,0,北京工业大学,1
1,1,0,120,1,1,62,0,16,0,贵州广思信息网络有限公司,1
1,30,0,72,0,2,1,0,10,0,北京百度网讯科技有限公司,1
1,30,0,79,0,1,1,0,7,0,北京百度网讯科技有限公司,1
1,1,0,84,0,1,1,0,11,0,重庆南华中天信息技术有限公司,1
1,30,0,246,0,1,1,0,34,0,陈翔宇,1
1,30,0,28,0,1,1,0,1,0,微软公司,1
1,30,0,36,0,1,1,0,1,0,微软公司,1
1,30,0,127,0,1,18,0,26,0,南京华盾电力信息安全测评有限公司,0
1,30,0,61,0,1,1,0,20,0,国家电网公司,1
1,1,0,126,0,2,96,0,20,0,大连理工大学,1
1,30,0,105,0,1,1,0,26,0,中国人民解放军海军潜艇学院,1
1,1,0,57,1,1,21,0,5,0,北京百度网讯科技有限公司,1
1,1,0,71,0,2,18,0,5,0,北京百度网讯科技有限公司,1
0,25,0,33,0,1,1,0,2,0,上海岱嘉医学信息系统有限公司,1
1,30,0,54,0,1,1,0,7,0,清华大学,1
1,1,0,66,0,1,1,0,21,0,国家电网公司,1
1,1,0,109,0,1,1,0,26,0,苏州索及信息技术有限公司,0
1,30,0,88,1,2,1,0,13,0,邓强,0
1,25,0,134,0,1,62,0,31,0,天津工业大学,1
1,1,0,81,0,1,14,0,4,0,尚谷科技(天津)有限公司,1
1,30,0,94,0,1,3,0,8,0,江苏科技大学,0
1,30,0,63,0,1,1,0,1,0,郑易诚,1
1,1,0,83,0,2,1,0,16,0,华中科技大学,1
1,30,1,86,1,1,23,1,7,0,上海庆科信息技术有限公司,1
1,1,0,72,0,2,37,0,6,0,杭州康万达医药科技有限公司,1
1,28,0,45,0,2,1,0,2,0,曙光云计算技术有限公司,1
1,30,0,80,0,2,1,0,17,0,北京百度网讯科技有限公司,1
1,30,0,120,0,1,34,0,26,0,沈阳东大自动化有限公司,0
1,30,0,66,0,1,1,0,17,0,上海珍岛信息技术有限公司,1
1,30,0,59,0,1,29,0,12,0,中国水利水电科学研究院,1
1,30,0,66,0,1,25,0,10,0,大连楼兰科技股份有限公司,1
1,1,0,31,0,1,1,0,8,0,四川云物益邦科技有限公司,0
1,30,0,58,0,2,1,0,8,0,三星电子(中国)研发中心,1
1,30,0,58,0,1,1,0,1,0,克洛西克斯解决方案公司,1
1,1,0,78,0,1,1,0,16,0,广州泼墨神网络科技有限公司,1
1,30,0,209,0,1,1,0,46,0,广西电网公司电力科学研究院,0
1,1,0,94,0,1,38,0,19,0,平安科技(深圳)有限公司,1
1,30,0,196,0,1,1,0,8,0,胡宝清,0
1,1,0,45,0,2,1,0,7,0,北大方正集团有限公司,1
1,30,0,58,0,2,1,0,8,0,三星电子(中国)研发中心,1
1,30,0,99,1,1,31,0,24,0,姜炫同,1
0,30,0,134,0,1,1,0,20,0,施侃晟,1
1,1,0,39,0,1,19,0,7,0,勤智数码科技股份有限公司,0
1,1,0,59,0,1,1,0,15,0,广东工业大学,1
1,30,0,66,0,1,1,0,7,0,清华大学,1
1,1,0,165,0,1,1,0,30,0,北京交通大学,0
1,30,0,75,0,2,11,0,15,0,中南大学,1
1,30,0,78,0,1,1,0,19,0,上海羽视澄蓝信息科技有限公司,1
0,30,0,55,0,1,1,0,15,0,山东电力集团公司电力科学研究院,0
1,30,0,97,0,1,1,0,16,0,东北大学,0
1,30,0,54,0,1,32,0,5,0,上海池乐信息科技有限公司,1
1,30,0,60,0,1,1,0,1,0,克洛西克斯解决方案公司,1
1,30,0,95,0,1,1,0,25,0,苗青,0
1,30,0,115,0,1,1,0,23,0,江苏省电力公司常州供电公司,0
1,1,0,87,0,2,1,0,10,0,京东方科技集团股份有限公司,1
1,30,0,118,0,2,1,0,28,0,清华大学深圳研究生院,0
1,1,0,31,0,1,1,0,1,0,上海德衡数据科技有限公司,1
1,1,0,104,0,1,1,0,22,0,无锡十月中宸科技有限公司,1
0,1,0,52,1,1,1,0,5,0,贵州财经大学,1
0,30,0,61,0,1,1,0,14,0,国网天津市电力公司,1
1,29,0,227,0,1,46,0,31,0,大连灵动科技发展有限公司,1
1,30,0,34,0,2,1,0,9,0,北京奇虎科技有限公司,1
1,30,0,40,0,2,1,0,11,0,安徽科大讯飞信息科技股份有限公司,1
1,30,0,162,0,1,46,0,28,0,中国人民解放军63908部队,1
1,30,0,55,0,1,15,0,12,0,阿里巴巴集团控股有限公司,1
1,30,0,74,1,1,1,0,30,0,安徽四创电子股份有限公司,1
1,1,0,95,0,1,50,0,7,0,北京化工大学,1
1,30,0,179,0,1,88,0,7,0,大连灵动科技发展有限公司,1
1,1,0,98,0,1,1,0,23,0,安徽四创电子股份有限公司,1
1,30,0,35,0,1,14,0,2,0,华南师范大学,1
1,30,0,34,0,1,1,0,20,0,巴恩希尔科技公司,1
1,30,0,382,0,2,1,0,57,0,丁贤根,1
1,1,0,58,1,1,1,0,19,0,丹东东方测控技术股份有限公司,1
1,30,0,54,0,2,1,0,10,0,科大讯飞股份有限公司,1
1,30,0,135,0,1,1,0,31,0,江西省电力公司超高压分公司,0
1,30,0,141,0,1,1,0,27,0,都匀供电局,0
1,30,0,68,0,2,1,0,22,0,广东电网公司,0
1,30,0,70,0,1,1,0,16,0,浙江大学,1
1,30,0,208,0,1,1,0,37,0,公安部交通管理科学研究所,0
1,30,0,85,0,2,28,0,20,0,广东卓维网络有限公司,1
1,30,0,25,0,1,1,0,18,0,巴恩希尔科技公司,1
1,1,0,35,0,1,1,0,9,0,电子科技大学中山学院,0
1,30,0,143,0,1,60,0,1,0,中国科学院合肥物质科学研究院,0
1,30,0,103,0,2,45,0,19,0,广东卓维网络有限公司,1
